rank,aclj.org,advocate.com,alternet.org,americannews.com,americanthinker.com,billmoyers.com,bizpacreview.com,blackamericaweb.com,bluenationreview.com,breitbart.com,charismanews.com,commondreams.org,conservativepost.com,conservativetribune.com,dailycaller.com,dailykos.com,dailysignal.com,democracynow.org,ecowatch.com,forwardprogressives.com,freebeacon.com,globalgrind.com,gopthedailydose.com,grist.org,headlinepolitics.com,hotair.com,ifyouonlynews.com,ijr.com,infowars.com,investors.com,legalinsurrection.com,lgbtqnation.com,libertynews.com,lifenews.com,{lifesitenews.com},lifesitenews.com,lifezette.com,lovebscott.com,madamenoire.com,madworldnews.com,mediamatters.org,mic.com,motherjones.com,nationalreview.com,nation.foxnews.com,newrepublic.com,newsone.com,occupydemocrats.com,pamelageller.com,pjmedia.com,politicususa.com,radio.foxnews.com,redstate.com,reverbpress.com,rightwingwatch.org,{rushlimbaugh.com},rushlimbaugh.com,salon.com,slate.com,sonsoflibertymedia.com,takepart.com,talkingpointsmemo.com,tampabay.com,teaparty.org,theblaze.com,thegatewaypundit.com,thegrio.com,thenation.com,thenewcivilrightsmovement.com,thepoliticalinsider.com,theroot.com,thinkprogress.org,townhall.com,trofire.com,truthdig.com,truth-out.org,twitchy.com,washingtonexaminer.com,{weeklystandard.com},weeklystandard.com,westernjournalism.com,{wnd.com},wnd.com,youngcons.com,terms,tfidf
778,0,3,1,0,2,7,1,0,0,3,35,4,0,0,4,3,4,10,1,0,0,0,0,0,0,4,0,2,0,0,2,0,0,257,6,178,2,0,2,1,2,3,4,3,0,4,2,1,2,0,3,0,2,0,3,0,1,0,10,3,2,3,6,5,3,0,2,1,0,1,3,5,6,0,4,5,0,3,0,0,3,0,9,0,40_days,0.0126537120798
779,0,0,8,0,11,3,29,0,1,22,5,37,3,14,9,4,6,0,49,0,50,0,6,2,3,5,0,7,11,46,2,0,0,7,0,1,12,0,1,2,21,41,8,6,8,1,3,0,12,5,16,0,0,1,0,0,0,0,24,18,11,20,0,23,19,53,0,3,1,5,1,46,2,2,9,12,0,31,0,1,27,0,77,4,reuters_reported,0.0126537120798
780,0,14,19,11,22,11,21,3,0,29,20,13,5,22,32,13,6,57,4,8,10,12,2,5,4,10,17,8,4,4,4,12,0,14,0,11,9,2,31,23,22,6,5,14,7,5,13,2,3,7,12,1,41,22,13,0,6,1,15,12,5,17,14,40,15,3,6,4,15,6,6,25,13,12,5,9,5,46,0,5,25,0,12,9,quite_frankly,0.0126303657476
781,0,0,3,0,0,0,72,0,15,7,0,0,0,12,10,7,0,0,0,0,1,13,3,0,1,22,10,0,5,0,0,2,0,0,0,15,0,0,3,2,9,0,0,0,3,2,1,19,9,4,7,0,26,29,0,0,0,0,11,2,0,27,0,17,16,17,0,0,7,8,1,0,5,0,0,1,230,9,0,1,30,0,1,13,august_25_2016,0.0126303657476
782,0,0,1,22,23,4,40,1,1,36,0,4,20,30,23,1,3,29,0,0,22,3,14,5,6,4,2,0,7,0,0,0,0,0,0,0,5,0,1,24,7,0,0,17,3,4,9,2,0,2,2,1,5,1,1,0,0,0,6,3,1,2,0,69,9,19,4,1,0,13,8,0,8,3,8,0,18,0,0,1,46,0,18,30,marthas_vineyard,0.0126303657476
783,0,14,20,7,30,3,17,0,6,38,10,16,12,13,26,16,0,20,4,14,4,2,9,1,6,5,14,11,10,0,5,2,0,1,0,0,10,0,0,4,55,36,9,12,10,5,5,9,12,6,17,4,11,11,15,0,2,1,35,7,0,34,10,47,11,18,3,8,34,9,7,53,7,9,8,9,3,47,0,7,50,0,31,29,muslims_entering,0.0126303657476
784,0,18,0,0,1,0,67,4,0,13,0,6,0,6,36,0,0,0,0,0,2,13,3,1,0,11,8,0,1,0,1,3,0,0,0,14,0,6,4,4,0,1,1,0,1,1,6,1,8,3,6,0,2,2,0,0,0,0,3,1,0,2,0,26,14,14,1,0,5,7,9,1,5,3,0,1,267,4,0,0,16,0,0,13,august_30_2016,0.0126070194153
785,1,6,18,0,41,12,9,0,0,29,23,11,4,19,24,8,4,11,1,0,0,3,9,6,1,9,4,5,12,6,7,2,0,9,0,20,10,0,12,57,8,7,5,19,1,7,4,0,4,8,7,0,13,5,3,0,37,0,39,26,4,4,28,22,7,7,5,3,3,4,6,4,14,8,8,13,10,8,0,6,20,0,18,16,wide_open,0.0125836730831
786,3,4,14,0,5,4,7,0,0,10,6,9,1,2,15,9,20,7,0,5,4,0,0,1,1,7,5,5,3,0,2,1,0,235,0,104,9,0,0,1,13,5,15,12,1,1,2,1,0,4,6,0,9,4,8,0,1,0,12,4,2,3,8,6,4,3,0,4,6,2,0,35,4,4,2,10,3,14,0,3,9,0,16,4,perform_abortions,0.0125836730831
787,2,9,28,2,33,12,14,1,4,15,11,35,6,14,31,19,6,12,15,6,15,2,7,5,3,25,6,4,19,22,5,4,0,15,0,22,10,1,2,12,16,6,12,17,7,15,5,3,7,5,7,0,5,9,5,0,13,0,29,25,16,9,5,31,7,1,4,6,2,9,6,19,16,2,14,37,4,31,0,9,12,0,39,7,highest_levels,0.0125603267508
788,0,1,7,0,2,1,95,0,0,6,0,13,0,9,14,6,1,0,0,0,1,10,4,1,0,11,11,0,11,0,0,1,0,0,0,21,0,1,0,5,18,0,1,0,0,2,2,10,3,0,5,0,2,3,0,0,0,0,7,0,0,1,2,19,9,6,0,0,16,6,6,0,12,0,2,1,269,1,0,0,5,0,0,26,september_15_2016,0.0125603267508
789,2,8,65,0,73,13,7,1,2,20,48,52,1,7,15,12,4,30,24,24,10,1,1,9,6,3,9,1,8,1,3,3,0,7,0,44,4,0,0,10,3,13,4,56,1,18,0,4,8,14,9,0,10,7,17,0,6,0,44,28,13,4,5,15,17,2,1,1,4,2,4,18,17,9,40,45,2,11,0,14,7,0,41,10,human_history,0.0125136340863
790,1,2,13,0,18,3,28,0,1,30,5,2,2,11,65,2,3,0,5,0,26,0,1,1,1,10,0,3,6,0,12,2,0,9,0,5,19,0,0,11,39,2,6,2,9,3,1,2,11,5,7,3,11,1,1,0,1,0,13,11,1,11,4,74,4,3,0,0,2,11,4,8,26,0,2,12,7,50,0,7,9,0,14,12,email_exchange,0.0125136340863
791,0,3,21,1,14,2,19,1,0,21,2,4,2,21,10,11,1,7,0,12,3,4,1,0,7,5,40,7,1,1,4,0,0,0,0,1,4,1,0,21,2,4,5,13,2,7,0,0,1,0,24,0,22,5,2,0,4,2,19,2,1,12,4,13,7,2,3,3,1,10,1,1,5,5,1,5,6,277,0,5,9,0,6,6,tough_guy,0.0125136340863
792,0,18,13,6,7,6,21,6,0,12,0,7,3,39,24,10,1,31,0,3,10,9,5,6,10,5,12,6,5,0,4,8,0,24,0,18,6,8,82,202,0,0,1,7,0,11,6,2,5,2,4,0,7,13,0,0,0,3,57,15,13,1,0,20,14,6,13,5,1,13,30,20,1,4,4,0,7,0,0,1,6,0,17,7,didnt_realize,0.0125136340863
793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,359,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rush_yeah,0.0125015455
794,0,12,24,4,50,17,23,13,1,36,12,21,0,14,18,23,3,40,35,0,19,14,2,31,3,11,6,6,15,8,4,5,1,4,0,6,7,2,18,19,3,16,10,13,5,24,15,2,5,8,5,3,11,3,1,0,15,2,58,16,21,22,19,63,14,5,10,19,5,15,6,40,8,2,16,26,9,16,0,7,23,0,24,9,long_island,0.0124669414218
795,0,18,57,0,11,5,11,4,0,24,23,20,2,18,28,24,9,5,20,3,17,1,1,11,5,11,10,1,14,0,2,7,0,21,0,11,27,0,6,2,11,0,13,32,3,6,8,1,0,8,16,0,13,10,1,0,0,2,55,21,21,14,18,31,13,3,4,7,6,4,12,52,15,3,15,25,2,70,0,22,28,0,23,8,61_percent,0.0124669414218
796,1,11,31,1,14,5,4,0,3,16,0,11,1,4,17,12,10,10,0,9,9,0,1,5,0,4,20,2,3,0,3,4,0,250,0,63,6,1,5,7,10,0,1,21,3,2,3,6,0,1,27,1,10,11,5,0,0,2,19,13,7,6,2,16,8,4,2,9,5,1,4,39,5,12,15,1,3,0,0,2,14,0,13,3,womans_right,0.0124669414218
797,0,11,30,4,41,6,15,0,2,60,5,37,9,4,27,13,0,15,0,4,41,3,4,0,7,4,15,4,20,0,2,4,0,1,0,2,2,0,3,11,23,6,9,25,7,9,7,1,17,15,7,3,12,9,21,0,0,2,3,23,0,2,0,28,5,4,2,16,7,16,1,40,16,7,25,31,2,16,0,27,14,0,24,16,september_11_2001,0.0124435950896
798,0,2,1,0,3,0,48,4,0,32,0,18,0,8,14,3,0,2,0,0,4,9,3,0,3,12,6,0,3,1,0,5,0,0,0,14,0,0,17,4,17,0,5,6,2,1,6,36,7,3,9,0,17,6,0,0,0,0,5,0,0,22,1,37,9,8,12,0,31,0,11,2,5,0,1,1,230,11,0,2,32,0,0,15,august_31_2016,0.0124435950896
799,2,7,72,2,38,105,10,0,5,26,0,125,3,6,59,28,8,31,43,8,38,0,1,12,2,7,13,6,10,0,3,4,0,7,0,9,15,0,0,3,24,17,15,17,5,8,1,7,4,8,21,0,23,28,4,0,7,0,19,10,2,26,11,40,5,6,1,8,3,10,3,29,24,36,51,111,10,42,0,15,17,0,22,13,campaign_contributions,0.0124435950896
800,8,1,11,14,30,0,13,0,0,39,9,4,6,116,31,7,4,5,1,6,7,0,5,0,7,11,7,3,8,0,4,5,0,2,0,3,12,0,0,1,15,3,4,14,4,5,2,1,4,3,4,0,9,3,5,0,2,0,13,7,0,8,1,26,6,1,1,1,2,18,0,12,12,0,7,2,4,19,0,2,26,0,19,24,radical_islamic_terrorists,0.0124435950896
801,2,0,3,7,31,0,8,1,0,49,6,3,8,4,22,2,9,4,0,0,10,1,7,0,5,1,0,13,11,0,0,0,0,0,0,1,11,6,7,29,2,3,2,5,0,3,7,0,59,30,2,4,10,2,1,0,2,0,6,21,0,0,0,26,0,19,4,0,0,11,0,6,6,0,1,3,8,3,0,9,17,0,45,22,join_isis,0.0123969024251
802,4,1,7,4,26,2,25,0,3,38,0,1,7,15,44,10,1,8,0,1,22,0,1,0,1,17,2,7,3,1,21,0,0,0,0,0,15,0,0,3,59,3,1,3,11,0,3,1,4,4,4,0,17,1,0,0,7,0,22,5,0,29,2,55,5,3,3,0,1,11,1,0,33,3,5,1,6,58,0,8,17,0,14,15,private_email_account,0.0123969024251
803,0,5,0,0,0,0,52,0,0,76,1,4,0,5,15,2,0,0,0,0,3,2,1,0,2,18,5,3,6,0,1,3,0,1,0,15,0,1,1,5,1,0,0,3,3,3,3,0,5,2,4,1,0,2,1,0,0,0,0,0,0,1,0,11,6,9,3,1,16,9,16,0,15,0,3,6,239,3,0,1,14,0,0,6,september_26_2016,0.0123969024251
804,5,24,40,3,36,18,7,0,5,27,8,52,2,23,22,41,10,14,12,1,10,0,7,1,7,17,16,4,1,0,6,3,1,16,0,13,12,0,1,6,28,9,8,35,5,14,12,12,2,13,34,1,30,11,17,0,9,7,21,20,8,23,6,34,11,6,2,13,6,6,15,60,25,7,16,33,6,29,0,10,19,0,20,6,ballot_box,0.0123735560928
805,3,8,3,0,9,2,15,0,0,37,22,0,2,48,16,8,0,0,9,4,2,0,0,1,5,4,4,1,0,0,12,0,0,19,0,65,3,0,0,1,6,6,6,0,8,0,1,1,1,10,54,0,21,8,7,0,0,0,4,20,0,12,2,35,3,3,1,0,23,3,0,5,22,0,1,1,4,56,0,3,35,0,19,23,sen_cruz,0.0123735560928
806,0,1,6,0,6,2,0,0,0,15,6,11,2,0,3,4,3,2,2,0,38,0,2,4,3,1,0,1,3,338,0,1,0,0,0,2,4,0,1,1,6,2,3,3,4,1,2,1,7,5,2,2,2,1,0,0,3,0,9,3,8,2,24,36,3,2,1,0,0,1,2,14,1,4,10,7,2,15,0,1,6,0,5,0,analysts_say,0.0123502097606
807,0,2,51,1,41,10,11,2,0,42,6,37,5,5,23,21,7,14,32,2,28,6,4,27,1,10,8,0,6,84,5,3,0,13,0,14,3,8,7,9,7,14,29,17,4,12,0,5,6,2,15,1,10,13,1,0,8,5,52,13,17,6,57,37,3,3,3,12,3,2,13,41,14,7,22,56,2,27,0,13,19,0,20,10,200_million,0.0123502097606
808,0,10,29,0,20,0,17,22,0,42,9,4,2,21,27,20,1,11,0,6,43,8,2,0,4,6,9,5,6,0,6,12,0,5,0,5,14,9,6,18,2,37,20,38,12,10,20,4,0,3,1,0,6,11,0,0,0,5,52,8,6,57,12,23,23,3,24,4,12,5,15,42,25,12,5,10,7,38,0,7,40,0,18,19,sexual_misconduct,0.0123268634283
809,0,15,52,0,16,11,15,0,2,23,31,37,0,15,52,10,9,3,23,1,18,0,4,14,7,18,10,1,7,1,2,9,0,7,0,10,29,1,12,0,17,1,12,21,7,14,8,0,0,4,10,0,11,12,0,0,1,3,48,12,18,13,22,39,12,1,3,9,8,3,11,45,22,6,10,36,1,62,0,22,26,0,16,3,63_percent,0.0123268634283
810,0,4,22,0,15,5,5,3,2,21,29,33,3,6,15,5,4,6,16,3,10,7,1,12,2,16,2,0,10,210,5,2,0,4,0,14,6,3,10,3,26,10,6,12,2,42,1,0,4,4,3,1,7,3,4,0,5,0,98,48,9,5,26,16,7,1,3,5,3,2,6,28,8,2,18,22,2,5,0,3,7,0,6,9,second_half,0.0123268634283
811,0,22,30,3,21,19,20,3,2,40,38,46,6,16,25,16,12,47,22,7,6,9,6,12,4,5,12,7,6,5,4,6,0,8,0,14,9,7,20,26,9,26,5,12,3,7,10,2,4,9,26,3,25,10,9,0,9,1,38,21,15,12,17,36,14,1,10,14,5,6,18,17,8,6,18,49,2,37,0,7,21,0,20,8,coming_together,0.0123035170961
812,0,32,295,0,69,76,6,3,1,17,9,188,3,12,21,92,22,46,9,11,9,0,1,3,4,4,12,6,4,2,4,7,0,20,0,46,4,0,1,16,20,8,10,19,1,13,24,4,3,19,115,0,16,22,27,0,7,1,52,30,47,12,23,20,6,0,0,18,10,6,13,56,14,27,35,225,0,16,0,22,7,0,37,25,public_education,0.0123035170961
813,0,1,3,22,4,0,18,0,0,16,21,0,15,40,39,11,0,0,0,1,5,0,0,0,21,0,9,18,0,0,0,5,0,34,0,18,7,1,0,16,0,3,0,1,1,4,0,8,0,24,6,4,20,3,2,0,5,0,17,3,0,6,9,12,11,1,0,1,11,41,3,6,6,1,0,1,8,15,0,1,29,0,3,48,tim_tebow,0.0123035170961
814,0,10,55,7,56,15,23,13,1,33,5,44,8,20,36,33,9,39,2,12,10,13,4,8,12,10,15,9,6,1,15,5,0,4,0,6,5,4,18,21,17,27,23,34,7,33,59,7,5,6,20,1,4,9,4,0,3,0,77,16,25,34,3,27,13,5,37,15,11,7,50,70,24,4,21,55,4,19,0,0,8,0,26,18,racial_discrimination,0.0123035170961
815,1,8,24,3,21,13,18,2,2,30,10,12,4,27,21,18,3,20,1,5,1,4,6,1,7,13,19,2,5,4,3,1,0,8,0,6,2,5,8,55,11,16,5,17,7,9,3,6,2,5,20,1,17,4,5,0,77,4,37,8,3,12,15,24,17,4,4,4,7,7,7,16,9,2,3,8,3,20,0,10,19,0,16,13,nobody_else,0.0122801707638
816,0,4,10,0,11,0,78,0,0,76,0,4,5,7,55,7,0,0,0,1,3,10,3,0,0,8,2,47,7,0,15,0,0,1,0,13,0,0,0,5,5,0,15,12,2,0,4,0,14,2,3,0,1,9,0,0,0,0,31,5,3,13,4,4,0,26,2,1,9,1,0,3,13,2,0,7,74,0,0,1,15,0,0,22,november_13_2015,0.0122801707638
817,3,3,33,4,53,0,12,0,3,57,3,26,10,13,14,7,6,16,0,2,2,0,12,0,2,3,5,3,8,0,0,3,0,1,0,4,5,3,0,12,19,15,5,14,3,6,5,3,64,7,4,0,9,5,1,0,13,0,18,33,2,13,2,60,6,3,1,8,1,11,0,48,3,2,15,31,0,12,0,1,14,0,40,6,muslim_communities,0.0122801707638
818,1,21,24,5,23,3,19,9,0,26,22,11,10,26,27,13,5,31,5,4,23,27,7,0,6,7,6,12,14,4,7,11,0,10,0,20,5,11,38,19,10,15,9,21,2,20,11,0,7,8,5,2,15,4,1,0,7,0,45,22,3,7,17,33,8,5,10,2,6,6,9,13,7,2,9,19,5,21,0,7,19,0,16,17,close_friend,0.0122801707638
819,1,0,3,0,7,1,46,1,0,81,1,2,4,17,63,9,0,0,0,4,2,8,4,0,2,24,11,36,9,0,4,0,0,10,0,11,0,0,0,13,8,0,10,2,1,5,18,1,10,0,10,0,7,3,1,0,0,0,5,6,9,23,0,4,0,25,1,0,46,20,0,2,18,4,7,8,51,2,0,2,23,0,0,19,december_2_2015,0.0122568244316
820,2,1,0,2,47,2,21,0,0,41,0,0,7,22,36,4,2,3,1,1,10,0,14,0,9,4,11,8,1,0,3,0,0,0,0,0,5,0,0,11,6,0,0,21,10,1,1,2,3,10,5,1,15,2,0,0,3,0,5,11,0,3,0,33,9,11,0,0,1,21,0,0,25,0,3,0,15,20,0,4,24,0,25,18,sean_smith,0.0122334780993
821,9,12,22,6,8,3,28,24,0,35,2,3,9,29,39,15,1,24,1,0,8,28,5,0,5,5,12,11,8,0,3,9,1,45,0,19,7,14,9,28,1,9,23,6,6,3,44,2,13,5,5,1,7,4,0,0,14,0,13,17,1,21,29,25,22,8,21,1,3,7,46,22,10,5,5,6,13,7,0,8,18,0,8,18,911_call,0.0122334780993
822,0,176,14,7,38,1,33,34,1,28,62,3,10,16,12,8,2,3,0,4,8,2,4,2,6,0,17,5,5,0,1,87,0,0,0,43,12,1,2,20,13,54,4,11,2,3,9,1,9,15,4,2,6,22,13,0,18,0,38,9,5,13,18,36,14,6,13,2,45,5,5,28,4,0,4,3,6,14,0,1,17,0,14,23,gay_community,0.0122334780993
823,4,5,29,10,20,6,4,7,1,32,19,8,5,22,19,23,9,17,10,4,10,32,3,3,11,13,8,9,22,3,4,7,0,19,0,12,10,15,84,20,9,19,4,12,4,8,18,3,7,17,7,3,14,3,3,0,8,3,64,19,4,6,12,27,7,30,14,5,7,13,17,21,21,20,14,15,2,11,0,8,20,0,10,11,past_weekend,0.0122334780993
824,0,23,36,5,18,4,12,25,1,31,32,9,2,19,28,8,9,13,9,0,4,20,1,5,4,2,9,17,7,3,1,6,0,33,0,37,11,6,44,81,6,50,6,5,3,21,11,4,7,14,6,0,6,8,0,0,1,1,46,12,25,4,21,15,16,2,14,5,4,5,28,37,9,4,7,17,0,22,0,11,9,0,9,20,young_age,0.0122101317671
825,0,22,26,1,8,7,26,8,1,75,10,9,7,23,23,12,8,0,3,1,1,15,6,2,8,10,16,7,10,0,6,6,0,9,0,5,5,2,3,17,36,38,12,12,2,5,36,6,13,5,7,0,6,7,5,0,1,2,29,6,5,47,4,41,23,15,6,0,35,9,73,24,12,4,7,4,19,24,0,3,21,0,29,17,dallas_morning_news,0.0122101317671
826,1,6,15,2,22,8,20,9,1,30,11,20,4,15,16,12,1,30,6,1,17,13,9,9,4,8,3,9,15,19,5,7,0,1,0,11,5,4,7,45,5,20,6,15,3,8,9,0,18,7,6,0,7,5,0,0,5,0,49,10,7,17,17,27,12,17,5,4,2,8,21,7,17,0,7,17,21,31,0,9,24,0,12,10,en_route,0.0122101317671
827,0,3,6,0,0,0,74,2,0,28,0,13,0,7,7,12,0,0,0,0,0,10,2,0,2,13,6,0,17,0,1,13,1,1,0,14,0,2,18,1,0,0,4,0,1,1,4,0,9,1,2,0,5,1,0,0,0,0,6,2,0,3,0,15,3,7,2,0,7,14,1,0,9,0,12,4,258,1,0,0,7,0,0,22,october_4_2016,0.0121867854348
828,1,0,5,0,4,0,60,0,5,74,1,0,1,17,29,2,0,0,0,0,6,22,0,0,4,24,1,0,5,0,8,0,0,8,0,13,1,0,0,7,0,3,1,0,2,0,5,0,6,0,2,0,8,8,0,0,0,0,18,2,0,2,1,15,10,10,2,1,30,14,0,8,8,0,0,6,168,6,0,0,4,0,1,5,april_14_2016,0.0121867854348
829,5,1,6,1,13,1,24,0,1,42,5,5,6,17,34,5,3,5,0,1,13,3,8,0,5,3,2,0,9,2,8,4,0,0,0,4,12,1,1,13,2,17,2,6,10,0,3,1,21,6,13,0,7,4,1,0,0,0,16,4,2,9,7,57,23,21,1,0,10,10,1,13,20,3,5,2,28,21,0,5,13,0,14,29,nice_france,0.0121867854348
830,0,0,5,1,8,0,1,0,0,28,14,4,2,9,13,13,1,3,2,0,26,6,1,1,4,5,4,1,4,290,1,1,0,0,0,3,3,1,4,3,15,2,8,10,3,3,8,1,0,3,7,2,4,2,0,0,3,1,51,11,3,2,36,19,4,3,5,0,0,0,4,8,4,2,3,4,1,15,0,1,2,0,10,8,fourth_quarter,0.0121634391026
831,0,10,22,1,16,4,20,7,0,58,8,17,10,22,27,13,0,6,6,0,3,9,3,4,3,11,5,11,3,0,1,2,1,8,0,2,6,8,8,22,3,28,14,12,3,7,10,0,13,10,2,0,7,2,1,0,9,0,39,8,7,24,41,44,34,28,14,0,22,10,24,13,7,2,9,9,11,42,0,7,13,0,9,18,saturday_afternoon,0.0121634391026
832,2,4,1,1,1,0,63,3,2,12,0,15,0,8,14,5,0,0,0,1,2,10,0,0,0,20,23,0,9,0,0,2,0,1,0,13,0,2,4,0,2,0,1,10,1,3,4,11,10,1,3,0,10,1,1,0,0,0,21,2,0,7,0,19,22,0,1,0,24,12,9,3,19,0,0,0,235,6,0,2,15,0,0,11,june_21_2016,0.0121634391026
833,0,17,15,5,12,5,45,9,1,15,2,7,6,73,49,18,2,4,0,1,11,5,7,2,0,4,8,28,11,2,3,6,0,2,0,4,0,1,4,4,13,3,5,17,7,2,14,0,1,5,9,1,3,12,0,0,0,0,2,3,0,30,39,5,12,11,21,0,6,5,135,29,7,0,29,4,6,86,0,2,41,0,8,15,charleston_sc,0.0121400927703
834,6,7,29,1,51,11,7,0,0,26,19,47,3,32,8,17,5,7,9,3,4,9,7,8,0,5,16,6,6,0,2,8,0,17,0,23,8,1,6,39,13,15,5,31,1,31,6,3,7,13,24,1,15,17,8,0,1,4,31,38,3,9,8,23,11,2,4,5,17,6,11,15,12,4,13,32,7,9,0,12,8,0,43,5,nothing_less,0.0121400927703
835,0,0,3,2,17,0,12,0,0,36,13,0,14,9,8,0,0,0,0,1,4,0,6,0,0,6,3,2,9,0,0,1,0,0,0,0,7,0,2,112,1,6,0,5,5,1,0,0,96,5,0,0,2,4,8,0,8,0,2,45,0,1,1,19,3,8,1,0,0,2,1,1,1,0,1,1,0,4,0,1,22,0,24,13,devout_muslim,0.0121400927703
836,3,14,20,4,36,14,13,0,16,22,14,8,7,25,11,18,5,19,7,27,3,2,2,4,4,10,42,4,7,2,3,3,0,7,0,8,7,2,8,58,5,17,8,22,0,8,6,4,10,6,22,0,22,15,3,0,8,1,31,31,3,5,6,16,9,2,4,4,9,9,8,18,15,6,8,30,16,7,0,1,11,0,27,53,perfect_example,0.0121400927703
837,0,9,26,1,39,10,14,2,7,39,19,21,4,22,10,23,1,5,0,7,5,2,7,2,5,9,26,6,3,3,7,1,0,2,0,4,11,1,11,15,12,17,7,21,6,4,13,14,2,6,40,0,21,19,3,0,7,1,31,31,2,22,1,39,12,2,1,8,10,8,11,13,22,8,14,10,4,27,0,9,34,0,18,25,highest_office,0.0121400927703
838,0,0,8,4,21,5,18,0,0,30,0,15,10,15,28,3,6,20,0,1,89,0,4,1,9,35,2,1,14,0,2,1,0,3,0,0,4,0,0,8,0,0,1,19,2,4,5,6,2,9,4,8,11,20,0,0,0,3,33,2,0,7,0,37,32,5,0,2,0,9,2,5,9,8,4,0,7,0,0,9,25,0,22,10,north_koreas,0.0121167464381
839,0,12,85,2,61,12,12,1,18,34,1,99,4,1,55,68,1,227,11,11,23,0,0,3,3,13,51,2,4,0,6,5,0,4,0,3,9,0,1,2,5,8,13,68,9,20,7,26,0,9,220,1,10,62,0,0,19,1,13,7,0,33,1,45,2,3,4,18,134,1,0,16,7,101,34,67,6,19,0,49,15,0,3,6,senator_sanders,0.0121167464381
840,2,36,38,13,29,10,19,10,1,27,8,18,7,22,41,14,2,4,2,2,18,36,5,2,12,10,15,17,6,0,3,13,0,12,0,12,14,8,54,19,6,33,9,21,3,19,18,7,2,6,11,0,18,18,2,0,1,4,72,6,7,12,10,37,8,1,14,3,7,10,11,24,10,13,6,18,7,28,0,7,24,0,13,19,public_eye,0.0121167464381
841,0,0,4,0,13,0,7,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,3,1,0,0,0,0,3,0,5,2,0,0,0,65,1,0,418,0,3,0,0,1,0,4,0,0,0,0,0,26,0,0,4,0,3,0,5,1,0,0,0,0,1,0,0,1,0,0,0,1,3,0,8,2,0,5,1,national_review_online,0.0121167464381
842,0,23,12,24,2,7,55,5,0,71,10,8,4,33,28,12,0,9,4,1,6,95,5,0,5,8,23,16,13,1,8,10,0,8,0,18,3,24,90,2,4,28,13,1,0,0,13,1,0,0,3,11,10,4,1,0,1,2,2,26,0,46,2,48,30,3,21,1,8,11,14,5,13,6,38,0,5,16,0,1,10,0,5,8,full_interview,0.0121167464381
843,3,6,27,26,28,2,12,0,5,14,30,24,1,41,23,19,3,14,7,15,5,0,1,7,1,5,27,6,8,0,4,7,1,14,0,14,5,2,3,29,6,7,4,18,3,9,1,3,2,7,22,0,21,27,5,0,17,2,25,29,4,7,8,27,9,1,2,4,2,6,5,11,10,12,6,13,3,19,0,6,16,0,18,33,abundantly_clear,0.0121167464381
844,0,11,26,1,26,8,31,3,0,31,9,4,5,23,18,24,0,5,3,2,6,3,2,7,2,17,35,12,1,0,11,6,0,3,0,9,9,3,5,14,17,18,17,20,2,12,3,2,6,3,14,1,18,20,2,0,4,4,58,7,11,24,5,28,14,14,4,2,7,5,5,21,5,3,17,4,71,21,0,14,37,0,6,12,twitter_feed,0.0120934001058
845,8,67,41,5,37,16,9,1,5,36,12,62,3,12,20,37,13,47,40,0,13,5,4,18,6,5,7,7,7,6,3,14,0,12,0,31,7,2,9,12,14,27,10,17,5,14,5,3,4,9,31,2,16,11,1,0,6,0,54,27,19,11,21,41,10,3,7,6,19,4,7,61,10,20,15,45,8,29,0,18,13,0,16,12,step_forward,0.0120934001058
846,0,0,0,0,0,0,73,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,follow_casey_on_twitter,0.01207498358
847,0,72,4,1,7,1,75,3,0,43,6,3,6,39,18,5,1,13,0,3,4,5,1,1,1,4,4,8,2,1,5,4,0,13,0,18,2,0,0,17,20,18,4,5,4,5,9,1,5,4,12,6,4,0,9,0,2,0,15,0,1,10,2,17,30,6,10,1,1,3,10,21,1,5,12,22,0,122,0,1,9,0,12,14,republican_presidential_hopeful,0.0120700537736
848,0,0,0,1,15,0,20,0,0,27,0,0,3,202,7,0,0,0,0,0,0,0,1,0,4,3,0,2,23,0,9,1,0,2,0,4,0,0,0,16,1,1,0,1,1,0,0,0,1,3,0,0,2,0,0,0,6,0,0,16,0,1,0,18,1,2,0,0,0,13,0,0,32,0,0,1,0,12,0,0,45,0,5,20,democrat_presidential_candidate,0.0120700537736
849,0,11,32,7,17,5,22,6,3,41,10,9,2,22,23,26,3,15,3,9,6,7,6,2,7,23,31,7,14,0,6,7,3,11,0,13,10,1,19,16,25,17,6,21,3,10,8,10,2,5,47,1,20,11,7,0,1,3,40,17,5,15,8,25,11,6,6,9,24,14,13,10,14,8,14,16,10,33,0,12,16,0,29,8,national_television,0.0120700537736
